5,5,5,5,6,6,6,6,6,6,7,7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,5,6,6,6,6,6,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,4,5,5,5,6,6,6,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,4,4,5,5,5,6,6,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,4,4,4,5,5,5,6,6,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,4,4,5,5,5,6,6,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,4,4,5,5,5,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,4,4,4,5,5,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,5,4,4,4,5,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,5,4,4,4,5,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,5,5,4,4,4,5,5,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,5,5,5,4,4,4,5,0.855,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,5,5,5,5,4,4,5,5,5,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
5,5,5,5,5,5,5,5,5,4,5,5,6,6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,9999.0,9999.0,9999.0,9999.0,9999.0
6,6,5,5,5,5,5,5,5,5,5,6,6,6,6,6,9999.0,9999.0,9999.0,9999.0
6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,7,9999.0,9999.0,9999.0
6,6,6,6,5,5,5,6,6,6,6,6,6,6,7,7,7,7,9999.0,9999.0
